id,member_id,visited_at,status,respondent,notes,summary,keywords,images,deleted_at,created_at,updated_at,respondents,user_id,created_by,visited_hour
8RG1dosZFkcY,ym-hga-01,2026-04-18,unknown_address,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""訪問しましたが、住所がわからなかったので、それっぽいお家を訪ねました。不在でした。"",""type"":""text""}]},{""type"":""paragraph""},{""type"":""paragraph"",""content"":[{""text"":""立派な住宅街の中の一軒家です。お家も新しめです。"",""type"":""text""}]}]}",,,,,2026-04-18T04:53:21.694+00:00,2026-05-05T10:09:43.058+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,13
AEkSXI2XHwBt,ym-hga-02,2026-04-18,moved,mother,,,,,,2026-04-18T04:41:22.467+00:00,2026-05-05T10:09:42.547+00:00,"[""mother""]",70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,13
HPjbQ_ZI8LpY,ym-hga-03,2026-04-18,absent,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""一軒家です。不在でした。"",""type"":""text""}]}]}",,,,,2026-04-18T06:04:35.102+00:00,2026-05-05T10:09:43.47+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,15
8zsIQ_Qz-S6F,ym-hga-04,2026-04-18,absent,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""結構年季の入った住宅の門の前に車が1台あったのですが、インターホンを2回押しても出てきませんでした。息子さんは同居されているのかどうかわかりませんが、お家の年代は親御さんの方が住まわれているのではないかという感じです。"",""type"":""text""}]}]}",,,,,2026-04-18T05:49:43.664+00:00,2026-05-05T10:09:43.349+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,14
fA6HuYD3W2xf,ym-toyo-08,2026-04-25,met_family,father,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""古びたお家です。一度間違って右隣のお家に入ってしまい、左のお家ですと言われました。結構古いようなお家で、インターホンを押したら窓からお父さんらしき人がお出になって、その方が何かご用を言ってきたので、創価学会の山中ですとお伝えしたところ、息子さんのご回答は濁されて、友達かと聞かれました。男子部の山中と改めてお伝えし、差し入れをお渡しして帰りました。"",""type"":""text""}]}]}",,,,,2026-04-25T07:13:05.712+00:00,2026-05-05T10:09:41.49+00:00,"[""father""]",70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,16
uPtEqJ0RP5vq,ym-toyo-09,2026-04-25,absent,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""立派なマンションです。セキュリティーがありそうでしたが、普通に入ることができました。2階に上がり、205に行きましたが不在でした。"",""type"":""text""}]}]}",,,,,2026-04-25T06:31:58.405+00:00,2026-05-05T10:09:43.172+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,15
CZGKa7auM-Y0,ym-toyo-15,2026-04-25,unknown_address,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""住所のところを訪れましたが、秋田さんというお家の住所になっていました。"",""type"":""text""}]}]}",,,,,2026-04-25T06:44:44.623+00:00,2026-05-05T10:09:42.941+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,15
qIeQo4E4Go6I,ym-toyo-03,2026-04-25,absent,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""集合マンションみたいな形の一番右が高桑さんがいらっしゃる場所で、3階です。インターホンして不在だったので、お菓子を置いて帰ってきました。"",""type"":""text""}]}]}",,,,,2026-04-25T07:23:38.847+00:00,2026-05-05T10:09:43.588+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,16
36fQQ0cTz_Y4,ym-toyo-12,2026-04-25,unknown_address,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""住所のところに行きましたが、アパートで部屋番号がわかりませんでした。"",""type"":""text""}]}]}",,,,,2026-04-25T06:35:28.787+00:00,2026-05-05T10:09:43.871+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,15
zGOBUEc-H_Hi,ym-toei-03,2026-04-29,unknown_address,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""住所が違う可能性があります。202ではないでしょうか。"",""type"":""text""}]}]}",,,,,2026-04-29T05:10:03.432+00:00,2026-05-05T10:09:43.987+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,14
kUA_MyCcF_MR,ym-toei-04,2026-04-29,met_family,father,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""お父様にはお会いしたことがありました。本人にお会いして気づきました。お父さんとお母さんがご対応くださって、本人は彼女のお家にいるということで、ここのご住所にはいらっしゃらないということでした。"",""type"":""text""}]}]}",,,,,2026-04-29T07:14:17.568+00:00,2026-05-05T10:09:44.105+00:00,"[""father""]",70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,16
E9O0WWyy3euk,ym-toei-08,2026-04-29,met_family,mother,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""塗装のお仕事をされているのですが、現在はお仕事がなく、田んぼのお仕事のお手伝いをされているようです。"",""type"":""text""}]}]}",,,,,2026-04-29T04:13:42.234+00:00,2026-05-05T10:09:41.607+00:00,"[""mother""]",70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,13
YInvcHHEIcFN,ym-toei-06,2026-04-29,unknown_address,,,,,,,2026-04-29T04:53:01.532+00:00,2026-05-05T10:09:42.823+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,13
nHRzFgn_88A0,ym-toei-05,2026-04-29,unknown_address,,,,,,,2026-04-29T04:47:02.174+00:00,2026-05-05T10:09:42.665+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,13
HcPuRf3tY_W4,ym-toei-01,2026-04-29,absent,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""一軒家で、車は停まっており、チャイムが壊れていたため挨拶をしましたが不在でした。差し入れだけを置いて帰りました。"",""type"":""text""}]}]}",,,,,2026-04-29T07:21:52.667+00:00,2026-05-05T10:09:41.775+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,16
Nr_qswDCjGCV,ym-toyo-01,2026-04-29,moved,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""訪問しましたが、空室の状況でした。"",""type"":""text""}]}]}",,,,,2026-04-29T03:30:40.474+00:00,2026-05-05T10:09:42.423+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,12
GWDWX2dExjn6,ym-toei-01,2026-04-29,met_self,,,,,,2026-04-29T07:23:17.772+00:00,2026-04-29T07:22:52.591+00:00,2026-04-29T07:23:17.772+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,
05oI7b36wCdE,ym-toei-07,2026-05-05,absent,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""こまちは二つあるので注意が必要です。"",""type"":""text""}]}]}",,,,,2026-05-05T05:50:05.883+00:00,2026-05-05T10:09:42.018+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,14
iAmeN2WZbrHl,ym-toei-09,2026-05-05,met_self,,"{""type"":""doc"",""content"":[{""type"":""paragraph""}]}",,,,2026-05-05T06:24:09.487+00:00,2026-05-05T05:29:03.048+00:00,2026-05-05T06:24:09.487+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,
AFHINT_edBhK,ym-toyo-18,2026-05-05,absent,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""立派な一軒家で、左側にハイエースが駐車しています。"",""type"":""text""}]}]}",,,,,2026-05-05T05:11:46.192+00:00,2026-05-05T10:09:41.893+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,14
xJihrMLr6RvH,ym-toyo-17,2026-05-05,unknown_address,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""第3桜井ハイツはありましたが、Eという箇所を見つけられませんでした。"",""type"":""text""}]}]}",,,"[""https://zzkhmocwscuyydyzqpof.supabase.co/storage/v1/object/public/visit-images/visit-images/Qwcdhp3tnuz8.jpeg""]",,2026-05-05T05:04:31.816+00:00,2026-05-07T03:31:01.566+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,14
AbXKoGOMyVWm,ym-hga-06,2026-05-05,unknown_address,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""アパートで中道のポスターが貼ってあるお部屋がありましたが、山田さんかどうか確認できないため、訪問を断念しました。"",""type"":""text""}]}]}",,,"[""https://zzkhmocwscuyydyzqpof.supabase.co/storage/v1/object/public/visit-images/visit-images/vIPEMYfTtbTj.jpeg""]",,2026-05-05T06:16:34.893+00:00,2026-05-05T10:09:44.219+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,15
1fui7_4Sm_VV,ym-hga-05,2026-05-05,unknown_address,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""町目以降が不明です。"",""type"":""text""}]}]}",,,,,2026-05-05T05:38:09.014+00:00,2026-05-05T10:09:41.087+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,14
AETcdHoXVm5M,ym-toei-09,2026-05-05,absent,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""セキュリティドア付きのアパートです。"",""type"":""text""}]}]}",,,,,2026-05-05T05:29:04.262+00:00,2026-05-05T10:09:40.845+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,14
9al66WzrdNGl,ym-toyo-02,2026-05-05,absent,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""アパートの102にお伺いしました。差し入れを置いて帰ってきました。"",""type"":""text""}]}]}",,,,,2026-05-05T04:44:00.252+00:00,2026-05-05T10:09:40.524+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,13
