id,member_id,visited_at,status,respondent,notes,summary,keywords,images,deleted_at,created_at,updated_at,respondents,user_id,created_by,visited_hour
8RG1dosZFkcY,ym-hga-01,2026-04-18,unknown_address,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""訪問しましたが、住所がわからなかったので、それっぽいお家を訪ねました。不在でした。"",""type"":""text""}]},{""type"":""paragraph""},{""type"":""paragraph"",""content"":[{""text"":""立派な住宅街の中の一軒家です。お家も新しめです。"",""type"":""text""}]}]}",,,,,2026-04-18T04:53:21.694+00:00,2026-05-05T10:09:43.058+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,13
HPjbQ_ZI8LpY,ym-hga-03,2026-04-18,absent,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""一軒家です。不在でした。"",""type"":""text""}]}]}",,,,,2026-04-18T06:04:35.102+00:00,2026-05-05T10:09:43.47+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,15
AEkSXI2XHwBt,ym-hga-02,2026-04-18,moved,mother,,,,,,2026-04-18T04:41:22.467+00:00,2026-05-05T10:09:42.547+00:00,"[""mother""]",70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,13
8zsIQ_Qz-S6F,ym-hga-04,2026-04-18,absent,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""結構年季の入った住宅の門の前に車が1台あったのですが、インターホンを2回押しても出てきませんでした。息子さんは同居されているのかどうかわかりませんが、お家の年代から親御さんの方が住まわれているのではないかという感じです。"",""type"":""text""}]}]}",,,,,2026-04-18T05:49:43.664+00:00,2026-05-10T07:48:22.979+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,14
fA6HuYD3W2xf,ym-toyo-08,2026-04-25,met_family,father,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""古びたお家です。一度間違って右隣のお家に入ってしまい、左のお家ですと言われました。結構古いようなお家で、インターホンを押したら窓からお父さんらしき人がお出になって、その方が何かご用をおっしゃってきたので、創価学会の山中ですとお伝えしたところ、息子さんのご回答は曖昧で、友達かと聞かれました。男子部の山中と改めてお伝えし、差し入れをお渡しして帰りました。"",""type"":""text""}]}]}",,,,,2026-04-25T07:13:05.712+00:00,2026-05-10T07:48:21.995+00:00,"[""father""]",70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,16
qIeQo4E4Go6I,ym-toyo-03,2026-04-25,absent,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""集合マンションみたいな形の一番右が高桑さんがいらっしゃる場所で、3階です。インターホンして不在だったので、お菓子を置いて帰ってきました。"",""type"":""text""}]}]}",,,,,2026-04-25T07:23:38.847+00:00,2026-05-05T10:09:43.588+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,16
uPtEqJ0RP5vq,ym-toyo-09,2026-04-25,absent,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""立派なマンションです。セキュリティーがありそうでしたが、普通に入ることができました。2階に上がり、205に行きましたが不在でした。"",""type"":""text""}]}]}",,,,,2026-04-25T06:31:58.405+00:00,2026-05-05T10:09:43.172+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,15
CZGKa7auM-Y0,ym-toyo-15,2026-04-25,unknown_address,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""住所のところを訪れましたが、秋田さんというお家の住所になっていました。"",""type"":""text""}]}]}",,,,,2026-04-25T06:44:44.623+00:00,2026-05-05T10:09:42.941+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,15
36fQQ0cTz_Y4,ym-toyo-12,2026-04-25,unknown_address,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""住所のところに行きましたが、アパートで部屋番号がわかりませんでした。"",""type"":""text""}]}]}",,,,,2026-04-25T06:35:28.787+00:00,2026-05-05T10:09:43.871+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,15
Nr_qswDCjGCV,ym-toyo-01,2026-04-29,moved,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""訪問しましたが、空室の状況でした。"",""type"":""text""}]}]}",,,,,2026-04-29T03:30:40.474+00:00,2026-05-05T10:09:42.423+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,12
kUA_MyCcF_MR,ym-toei-04,2026-04-29,met_family,father,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""お父様にはお会いしたことがありました。本人にお会いして気づきました。お父さんとお母さんがご対応くださって、本人は彼女のお家にいるということで、こちらのご住所にはいらっしゃらないということでした。"",""type"":""text""}]}]}",,,,,2026-04-29T07:14:17.568+00:00,2026-05-10T07:48:23.256+00:00,"[""father""]",70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,16
YInvcHHEIcFN,ym-toei-06,2026-04-29,unknown_address,,,,,,,2026-04-29T04:53:01.532+00:00,2026-05-05T10:09:42.823+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,13
nHRzFgn_88A0,ym-toei-05,2026-04-29,unknown_address,,,,,,,2026-04-29T04:47:02.174+00:00,2026-05-05T10:09:42.665+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,13
E9O0WWyy3euk,ym-toei-08,2026-04-29,met_family,mother,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""塗装のお仕事をされているのですが、現在はお仕事がなく、田んぼのお仕事のお手伝いをされているようです。"",""type"":""text""}]}]}",,,,,2026-04-29T04:13:42.234+00:00,2026-05-05T10:09:41.607+00:00,"[""mother""]",70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,13
HcPuRf3tY_W4,ym-toei-01,2026-04-29,absent,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""一軒家で、車は停まっており、チャイムが壊れていたため挨拶をしましたが不在でした。差し入れだけを置いて帰りました。"",""type"":""text""}]}]}",,,,,2026-04-29T07:21:52.667+00:00,2026-05-05T10:09:41.775+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,16
GWDWX2dExjn6,ym-toei-01,2026-04-29,met_self,,,,,,2026-04-29T07:23:17.772+00:00,2026-04-29T07:22:52.591+00:00,2026-04-29T07:23:17.772+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,
zGOBUEc-H_Hi,ym-toei-03,2026-04-29,unknown_address,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""住所が違う可能性があります。202ではないでしょうか。"",""type"":""text""}]}]}",,,,,2026-04-29T05:10:03.432+00:00,2026-05-05T10:09:43.987+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,14
05oI7b36wCdE,ym-toei-07,2026-05-05,absent,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""こまちは二つあるので注意が必要です。"",""type"":""text""}]}]}",,,,,2026-05-05T05:50:05.883+00:00,2026-05-05T10:09:42.018+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,14
9al66WzrdNGl,ym-toyo-02,2026-05-05,absent,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""アパートの102にお伺いしました。差し入れを置いて帰ってきました。"",""type"":""text""}]}]}",,,,,2026-05-05T04:44:00.252+00:00,2026-05-05T10:09:40.524+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,13
AETcdHoXVm5M,ym-toei-09,2026-05-05,absent,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""セキュリティドア付きのアパートです。"",""type"":""text""}]}]}",,,,,2026-05-05T05:29:04.262+00:00,2026-05-05T10:09:40.845+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,14
1fui7_4Sm_VV,ym-hga-05,2026-05-05,unknown_address,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""町目以降が不明です。"",""type"":""text""}]}]}",,,,,2026-05-05T05:38:09.014+00:00,2026-05-05T10:09:41.087+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,14
xJihrMLr6RvH,ym-toyo-17,2026-05-05,unknown_address,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""第3桜井ハイツはありましたが、Eという箇所を見つけられませんでした。"",""type"":""text""}]}]}",,,"[""https://zzkhmocwscuyydyzqpof.supabase.co/storage/v1/object/public/visit-images/visit-images/Qwcdhp3tnuz8.jpeg""]",,2026-05-05T05:04:31.816+00:00,2026-05-07T03:31:01.566+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,14
AFHINT_edBhK,ym-toyo-18,2026-05-05,absent,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""立派な一軒家で、左側にハイエースが駐車しています。"",""type"":""text""}]}]}",,,,,2026-05-05T05:11:46.192+00:00,2026-05-05T10:09:41.893+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,14
iAmeN2WZbrHl,ym-toei-09,2026-05-05,met_self,,"{""type"":""doc"",""content"":[{""type"":""paragraph""}]}",,,,2026-05-05T06:24:09.487+00:00,2026-05-05T05:29:03.048+00:00,2026-05-05T06:24:09.487+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,
AbXKoGOMyVWm,ym-hga-06,2026-05-05,unknown_address,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""アパートで中道のポスターが貼ってあるお部屋がありましたが、山田さんかどうか確認できないため、訪問を断念しました。"",""type"":""text""}]}]}",,,"[""https://zzkhmocwscuyydyzqpof.supabase.co/storage/v1/object/public/visit-images/visit-images/vIPEMYfTtbTj.jpeg""]",,2026-05-05T06:16:34.893+00:00,2026-05-05T10:09:44.219+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,15
45EAl6mkfZ3J,ym-toyo-13,2026-05-10,met_self,,,,,,2026-05-10T06:55:09.001+00:00,2026-05-10T06:51:31.525+00:00,2026-05-10T06:55:09.001+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,16
w4PmWvYPZejN,ym-toyo-14,2026-05-10,absent,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""一番左のお部屋です。差し入れを置いて帰宅しました。"",""type"":""text""}]}]}",,,,,2026-05-10T05:14:12.664+00:00,2026-05-10T07:48:22.262+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,14
3lT2GQT03unk,ym-toyo-13,2026-05-10,unknown_address,,,,,,,2026-05-10T05:16:51.096+00:00,2026-05-10T05:16:55.668+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,14
SMJMOzcFrv_1,ym-toyo-11,2026-05-10,unknown_address,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""住所に伺うと、千葉/中林というお家でした。"",""type"":""text""}]}]}",,,,,2026-05-10T05:08:47.03+00:00,2026-05-10T05:09:24.757+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,14
RJzVrsA8-o8L,ym-toyo-16,2026-05-10,unknown_address,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""おそらく石川マンションというところです。部屋番号がわかりません。"",""type"":""text""}]}]}",,,,,2026-05-10T05:01:20.833+00:00,2026-05-10T07:48:21.238+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,14
Zz3576VwPB3H,ym-toyo-21,2026-06-06,moved,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""空室になってました"",""type"":""text""}]}]}",,,"[""https://zzkhmocwscuyydyzqpof.supabase.co/storage/v1/object/public/visit-images/visit-images/BXby78HoJ0ms.jpeg""]",,2026-06-06T03:55:48.202+00:00,2026-06-06T03:56:03.392+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,
mmK9TjA0qdSu,ym-toyo-22,2026-06-06,moved,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""空室になっていた"",""type"":""text""}]}]}",,,"[""https://zzkhmocwscuyydyzqpof.supabase.co/storage/v1/object/public/visit-images/visit-images/VRpCL3ncu0xi.jpeg""]",,2026-06-06T04:07:07.404+00:00,2026-06-06T04:07:18.895+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,
4XxweEMAXkWF,ym-toyo-19,2026-06-06,moved,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""アパートらしきものが取り壊されていた"",""type"":""text""}]}]}",,,"[""https://zzkhmocwscuyydyzqpof.supabase.co/storage/v1/object/public/visit-images/visit-images/xq7HMSV-Hw4H.jpeg""]",,2026-06-06T03:52:42.16+00:00,2026-06-06T03:53:11.7+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,
MhjhtVZejfwX,ym-toei-01,2026-06-06,absent,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""本日も会えませんでした。手土産だけ置いてきました。"",""type"":""text""}]}]}",,,,,2026-06-06T04:23:27.141+00:00,2026-06-06T04:23:41.574+00:00,,70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,
KI_42EqLGpe3,fp7kMF51WwIs,2026-08-08,absent,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""お父様が出てきて対応してくださいました。本人は不在でした。お父様に顔が似ているとのことでした。森さんと訪問しました。"",""type"":""text""}]}]}",,,,,2026-08-09T07:16:41.081+00:00,2026-08-09T07:16:41.327+00:00,"[""father""]",70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,19
taH2_8-Rh4ko,ym-toei-09,2026-08-08,met_family,,"{""type"":""doc"",""content"":[{""type"":""paragraph"",""content"":[{""text"":""301号室でセキュリティー付きのアパートです。前回は入れませんでしたが、今回はお母様が開けてくださいました。"",""type"":""text""}]},{""type"":""paragraph"",""content"":[{""text"":""玄関の自動照明の調子が悪く、何回も手をかざして点灯させていました。"",""type"":""text""}]}]}",,,,,2026-08-09T07:03:46.947+00:00,2026-08-09T07:03:49.5+00:00,"[""mother""]",70739625-3e2a-4081-b007-e6151bc0d6a8,70739625-3e2a-4081-b007-e6151bc0d6a8,19
